Brand,Model,Adtype,Fuel,Year,Price,PriceType,Kilometers,Condition,Color,Transimition,Bodytype,CarUrl
Mercedes-Benz,S320,For Sale,Benzine,1999,"450,000",Price,More than 200000,Used,Other Color,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%DA%A4%D9%8A%D8%A7%D8%AC%D8%B1%D8%A7-mercedes-s320-ID195486997.html
Nissan,Sunny,For Sale,Natural Gas,2022,"440,000",Price,50000 to 59999,Used,Beige,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B5%D9%86%D9%8A-2022-%D8%A7%D9%84%D9%81%D8%A6%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D9%87-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196869989.html
Renault,Logan,For Sale,Benzine,2021,"375,000",Price,30000 to 39999,Used,Gray,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D9%84%D9%88%D8%AC%D8%A7%D9%86-2021-ID196982373.html
Nissan,Sunny,For Sale,Benzine,2023,"495,000",Price,Not Availiable,New,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%8A-%D8%B2%D9%8A%D8%B1%D9%88%D9%88%D9%88-ID196982177.html
Porsche,Cayenne,For Sale,Benzine,2022,"4,000,000",Price,Not Availiable,New,Black,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/porsche-cayenne-s-2022-platinum-edition-ID196982380.html
Geely,Emgrand 7,For Sale,Natural Gas,2014,"190,000",Price,90000 to 99999,Used,Silver,Manual,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%B9-%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%85%D8%B3%D8%AA%D8%B9%D9%85%D9%84%D9%87-ID196982309.html
Skoda,Kodiaq,For Sale,Benzine,2022,"3,500,000",Price,0 to 9999,Used,Gray,Automatic,4X4,https://www.olx.com.eg/en/ad/skoda-kodiaq-soprt-line-2000-cc-new-ID196982296.html
Suzuki,Van,For Sale,Benzine,2016,"124,000",Price,160000 to 179999,Used,Other Color,Manual,Van / Bus,https://www.olx.com.eg/en/ad/%D9%81%D9%88%D8%AA%D9%88%D9%86-%D9%81%D8%A7%D9%86-7-%D8%B1%D8%A7%D9%83%D8%A8-%D9%84%D9%82%D8%B7%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196982272.html
Mercedes-Benz,C200,For Sale,Benzine,2022,"200,000",Price,Not Availiable,New,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-benz-c200-amg-ID196982303.html
Mercedes-Benz,GLC 300,For Sale,Benzine,2023,"2,500,000",Price,Not Availiable,New,Not Available,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/glc-300-amg-full-loaded-ID196982188.html
Porsche,911,For Sale,Benzine,2022,"2,000,000",Price,Not Availiable,New,White,Automatic,Coupe,https://www.olx.com.eg/en/ad/carrera-911-ID196212910.html
Renault,Logan,For Sale,Benzine,2015,"265,000",Price,120000 to 139999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D9%84%D9%88%D8%AC%D8%A7%D9%86-%D9%A2%D9%A0%D9%A1%D9%A5-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%8A%D9%83-%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D8%A7%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196445594.html
Mercedes-Benz,E200,For Sale,Benzine,2022,"2,000,000",Price,Not Availiable,New,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/mercedes-benz-e200-amg-2022-ID196982148.html
Nissan,Sentra,For Sale,Benzine,2018,"525,000",Price,160000 to 179999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%86%D8%AA%D8%B1%D8%A7-2018-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-ID196982103.html
Chevrolet,Aveo,For Sale,Benzine,2013,"250,000",Price,10000 to 19999,Used,Gray,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%AD%D8%A7%D9%84%D8%A9-%D8%AC%D9%8A%D8%AF%D8%A9-ID196982030.html
Chevrolet,Cruze,For Sale,Benzine,2016,"400,000",Price,160000 to 179999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%83%D8%B1%D9%88%D8%B2-%D9%A2%D9%A0%D9%A1%D9%A6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID196615586.html
Seat,Ibiza,For Sale,Benzine,1994,"75,000",Price,More than 200000,Used,Blue- Navy Blue,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%AF%D9%88%D8%A7%D8%AE%D9%84-%D9%85%D8%B1%D9%88%D8%B1-%D8%B7%D9%88%D8%B3%D9%88%D9%86-%D9%83%D8%A7%D9%88%D8%AA%D8%B4-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%AC%D9%8A%D8%AF%D9%87-%D8%A8%D8%B7%D8%A7%D8%B1%D9%8A%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D8%B3%D9%86%D8%AA%D8%B12%D8%B2%D8%AC%D8%A7%D8%AC-%D9%83%D9%87%D8%B1%D8%A8-ID196981885.html
Chery,Tiggo,For Sale,Benzine,2017,"375,000",Price,90000 to 99999,Used,Gray,Automatic,4X4,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D8%B1%D9%8A-%D8%AA%D9%8A%D8%AC%D9%88-2017-%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-ID196981979.html
Daewoo,Nubira,For Sale,Benzine,1999,"130,000",Price,160000 to 179999,Used,Black,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%AF%D8%A7%D9%8A%D9%88-%D9%86%D9%88%D8%A8%D9%8A%D8%B1%D8%A7-%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A-ID196981911.html
Hyundai,Elantra,For Sale,Benzine,2023,"1,250,000",Price,Not Availiable,New,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A7%D9%84%D9%86%D8%AA%D8%B1%D8%A7-cn-7-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%84%D9%85-%D8%AA%D8%B1%D8%AE%D8%B5-ID196981837.html
Hummer,H3,For Sale,Benzine,2007,"1,250,000",Price,180000 to 199999,Used,Burgundy,Automatic,4X4,https://www.olx.com.eg/en/ad/h3-fabrika-all-is-going-ID196981766.html
Chery,Arrizo 5,For Sale,Benzine,2022,"350,000",Price,Not Availiable,New,Gray,Manual,Not Availiable,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D8%B1%D9%8A-%D8%A7%D8%B1%D9%8A%D8%B2%D9%88-5-ID196976365.html
Volkswagen,Touareg,For Sale,Benzine,2022,"1,550,000",Price,Not Availiable,New,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%81%D9%88%D9%84%D9%83%D8%B3-%D8%AA%D9%8A-%D8%B1%D9%88%D9%83-%D9%A2%D9%A0%D9%A2%D9%A2-%D8%B2%D9%8A%D8%B1%D9%88-%D9%84%D9%85-%D8%AA%D8%B1%D8%AE%D8%B5-ID196981541.html
Geely,Emgrand 7,For Sale,Benzine,2013,"185,000",Price,120000 to 139999,Used,Silver,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%AC%D9%8A%D9%84%D9%8A-%D8%A7%D9%85-%D8%AC%D8%B1%D8%A7%D9%86%D8%AF-%D9%A2%D9%A0%D9%A1%D9%A3-%D8%A7%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196981515.html
Chevrolet,Optra,For Sale,Benzine,2013,"308,000",Price,90000 to 99999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196981251.html
Nissan,Sunny,For Sale,Benzine,2023,"268,000",Price,Not Availiable,New,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D9%85%D9%82%D8%AF%D9%85-268-%D8%A7%D9%84%D9%81-%D8%A7%D8%B3%D8%AA%D9%84%D9%85-%D8%B5%D9%86%D9%89-2023-%D8%A7%D8%B9%D9%84%D9%89-%D9%81%D8%A6%D8%A9-%D8%B3%D9%88%D8%A8%D8%B1-%D8%B5%D8%A7%D9%84%D9%88%D9%86-ID196981466.html
BMW,320,For Sale,Benzine,2010,"540,000",Price,More than 200000,Used,Silver,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A-%D8%A7%D9%85-%D8%AF%D8%A8%D9%84%D9%8A%D9%88-%D9%A2%D9%A0%D9%A1%D9%A0-%D9%84%D8%A7%D9%83%D8%B4%D9%8A%D8%B1%D9%89-%D8%A7%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196981389.html
Renault,Logan,For Sale,Benzine,2015,"335,000",Price,80000 to 89999,Used,White,Manual,SUV,https://www.olx.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D9%84%D8%A7%D8%AC%D9%88%D9%86%D8%A7-ID196980426.html
Opel,Corsa,For Sale,Benzine,1995,"125,000",Price,120000 to 139999,Used,Gray,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%84-%D9%83%D9%88%D8%B1%D8%B3%D8%A7-1995%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196981304.html
Suzuki,Swift,For Sale,Benzine,2022,"280,000",Price,10000 to 19999,Used,Blue- Navy Blue,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D8%A7%D8%AF%D9%81%D8%B9-280-%D8%A7%D9%84%D9%81-%D9%88-%D8%A7%D8%B3%D8%AA%D9%84%D9%85-%D8%B3%D9%88%D8%B2%D9%88%D9%83%D9%89-%D8%B3%D9%88%D9%8A%D9%81%D8%AA-2022-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-16-%D8%A7%D9%84%D9%81-%D9%83-%D9%85-ID196428158.html
Hyundai,Accent,For Sale,Benzine,2021,"263,000",Price,30000 to 39999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D9%85%D9%82%D8%AF%D9%85-50-%D8%A7%D9%83%D8%B3%D9%86%D8%AA-rb-2021-%D8%B9%D8%AF%D8%A7%D8%AF-37000-%D9%83-%D9%85-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196460636.html
Mercedes-Benz,A200,For Sale,Benzine,1998,"660,000",Price,50000 to 59999,Used,Green,Automatic,Sedan,https://www.olx.com.eg/en/ad/e200-1998-%D8%B9%D8%AF%D8%A7%D8%AF50000km-ID196898375.html
Jaguar,F-Pace,For Sale,Benzine,2020,"3,100,000",Price,10000 to 19999,Used,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/f-pace-2020-15000km-ID192704971.html
Land Rover,Evoque,For Sale,Benzine,2023,"1,750,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-evoque-se-2023-ID196981103.html
Nissan,Sunny,For Sale,Benzine,2010,"290,000",Price,160000 to 179999,Used,Other Color,Manual,Other,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-ID196981082.html
Fiat,Regata,For Sale,Benzine,1989,"65,000",Price,More than 200000,Used,Beige,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-%D8%B1%D9%8A%D8%AC%D9%8A%D8%AA%D8%A7-89-ID196981002.html
Peugeot,405,For Sale,Benzine,1990,"65,000",Price,Not Availiable,New,White,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%AC%D9%88-%D9%A4%D9%A0%D9%A5-ID196979417.html
Fiat,132,For Sale,Benzine,1977,"20,000",Price,20000 to 29999,Used,Other Color,Manual,Other,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%81%D9%8A%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%B1%D9%88%D8%B1-%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A-%D8%B1%D8%AE%D8%B5%D9%87-%D8%B3%D9%86%D9%87-ID196979042.html
Mercedes-Benz,GLC 300,For Sale,Benzine,2023,"1,925,000",Price,Not Availiable,New,Beige,Automatic,SUV,https://www.olx.com.eg/en/ad/mercedes-glc-200-amg-2023-suv-facelift-ID195914345.html
Mercedes-Benz,GLC 300,For Sale,Benzine,2023,"1,925,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/mercedes-benz-glc-200-suv-all-new-2023-ID195927250.html
Mercedes-Benz,GLC 300,For Sale,Benzine,2023,"1,925,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/glc-200-amg-2023-suv-fully-loaded-ID195913474.html
Jeep,Grand Cherokee,For Sale,Benzine,2023,"1,800,000",Price,Not Availiable,New,Red,Automatic,SUV,https://www.olx.com.eg/en/ad/jeep-grand-cherokee-2022-brand-new-ID196980947.html
Land Rover,Velar,For Sale,Benzine,2023,"2,350,000",Price,Not Availiable,New,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-velar-r-dynamic-se-p250-2023-brand-new-ID196360645.html
Mercedes-Benz,E200,For Sale,Benzine,1988,"250,000",Price,More than 200000,Used,Beige,Automatic,Sedan,https://www.olx.com.eg/en/ad/e200-1988-ID196980840.html
Mitsubishi,Lancer,For Sale,Benzine,2015,"440,000",Price,140000 to 159999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D8%A7%D9%86%D8%B3%D8%B1-%D8%B4%D8%A7%D8%B1%D9%83-2015-ID196980825.html
Chevrolet,Aveo,For Sale,Benzine,2019,"365,000",Price,80000 to 89999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%A7%D9%81%D9%8A%D9%88-ID196980791.html
Mercedes-Benz,Other,For Sale,Electric,2022,"5,800,000",Price,Not Availiable,New,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/eqs-450-ID196980786.html
Mercedes-Benz,C250,For Sale,Benzine,2015,"1,150,000",Price,60000 to 69999,Used,Silver,Automatic,Other,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%A8%D9%86%D8%B2-c250%D9%85%D8%B9%D8%A7%D9%82%D9%8A%D9%86-ID196980537.html
BMW,X2,For Sale,Benzine,2020,"1,600,000",Price,50000 to 59999,Used,Blue- Navy Blue,Automatic,Hatchback,https://www.olx.com.eg/en/ad/bmw-for-sell-ID196980209.html
Hyundai,I20,For Sale,Benzine,2022,"750,000",Price,0 to 9999,Used,Not Available,Automatic,Hatchback,https://www.olx.com.eg/en/ad/i-20-like-zeroo-ID196980357.html
Kia,Carens,For Sale,Benzine,2018,"680,000",Price,140000 to 159999,Used,Black,Automatic,Hatchback,https://www.olx.com.eg/en/ad/kia-carens-2018-ID196971317.html
Other make,Other,For Sale,Benzine,1995,"56,000",Price,10000 to 19999,Used,Green,Manual,Other,https://www.olx.com.eg/en/ad/%D8%B4%D8%A7%D9%87%D9%8A%D9%86-ID196700259.html
Mercedes-Benz,E300,For Sale,Benzine,2022,"4,150,000",Price,Not Availiable,New,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-benz-e300-2022-ID196980203.html
Opel,Insignia,For Sale,Benzine,2018,"1,100,000",Price,Not Availiable,New,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/opel-insignia-ID196980175.html
Jaguar,F-Pace,For Sale,Benzine,2023,"3,900,000",Price,Not Availiable,New,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/jaguar-f-pace-2023-ID196980078.html
Land Rover,Velar,For Sale,Benzine,2022,"4,150,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-velar-se-2022-ID196979943.html
Renault,Sandero Stepway,For Sale,Benzine,2018,"465,000",Price,40000 to 49999,Used,Red,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A8-%D9%88%D8%A7%D9%89-%D9%A2%D9%A0%D9%A1%D9%A8-%D8%A7%D8%B9%D9%89-%D9%81%D8%A6%D8%A9-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196979664.html
BMW,X1,For Sale,Benzine,2015,"1,100,000",Price,60000 to 69999,Used,Silver,Automatic,4X4,https://www.olx.com.eg/en/ad/bmw-x1-ID196979789.html
Hyundai,Elantra,For Sale,Benzine,2020,"550,000",Price,70000 to 79999,Used,Other Color,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%B9-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-ID196774866.html
DFSK,C31,For Sale,Benzine,2021,"170,000",Price,0 to 9999,Used,White,Manual,Pickup,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D8%AC%D9%84%D9%88%D8%B1%D9%8A-%D8%AF%D9%8A%D9%81%D8%B3%D9%83-c31-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D9%85%D8%BA%D9%84%D9%82-ID196979408.html
Porsche,Macan,For Sale,Benzine,2023,"3,900,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,SUV,https://www.olx.com.eg/en/ad/porsche-macan-2023-ID196979757.html
Volkswagen,Passat,For Sale,Benzine,2016,"790,000",Price,More than 200000,Used,Brown,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A8%D8%A7%D8%B3%D8%A7%D8%AA-b8-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196979581.html
Hyundai,Accent,For Sale,Benzine,2010,"245,000",Price,90000 to 99999,Used,Blue- Navy Blue,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%89-%D9%86%D9%8A%D9%88-%D8%A7%D9%83%D8%B3%D9%86%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196978358.html
BYD,F3,For Sale,Benzine,2019,"260,000",Price,160000 to 179999,Used,Not Available,Manual,Not Availiable,https://www.olx.com.eg/en/ad/byd-2019-ID196978360.html
Chery,Tiggo,For Sale,Benzine,2022,"730,000",Price,0 to 9999,Used,Blue- Navy Blue,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D8%B1%D9%8A-%D8%AA%D9%8A%D8%AC%D9%88-7-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2022-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID196979488.html
Mercedes-Benz,C180,For Sale,Benzine,2022,"2,850,000",Price,Not Availiable,New,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-benz-c180-2022-ID196979448.html
Mitsubishi,Xpander,For Sale,Benzine,2020,"730,000",Price,80000 to 89999,Used,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%85%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A-ID196979398.html
Mitsubishi,Lancer,For Sale,Benzine,2006,"299,000",Price,More than 200000,Used,Gold,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D8%A7%D9%86%D8%B3%D8%B1-%D8%A8%D9%88%D9%85%D8%A9-%D9%A2%D9%A0%D9%A0%D9%A6-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-ID196979367.html
MG,HS,For Sale,Benzine,2022,"1,100,000",Price,10000 to 19999,Used,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/mg-hs-for-sale-ID196979210.html
Mercedes-Benz,GLC 250,For Sale,Benzine,2022,"3,900,000",Price,Not Availiable,New,Gray,Automatic,Coupe,https://www.olx.com.eg/en/ad/mercedes-benz-glc-200-2022-ID196979280.html
BMW,430,For Sale,Benzine,2023,"4,200,000",Price,Not Availiable,New,Gray,Automatic,Coupe,https://www.olx.com.eg/en/ad/bmw-430i-ID196979116.html
Mercedes-Benz,E200,For Sale,Benzine,2021,"2,900,000",Price,50000 to 59999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-e-200-2021-ID196966523.html
Skoda,Octavia,For Sale,Benzine,2013,"520,000",Price,100000 to 119999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D8%A7%D9%86%D8%AA%D8%B2%D9%8A%D8%A7-%D8%AA%D8%A7%D9%86%D9%8A-%D9%81%D8%A1%D9%87-2012-ID196979272.html
Nissan,Sunny,For Sale,Benzine,2009,"285,000",Price,160000 to 179999,Used,Black,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%89-2009-ID196978996.html
Opel,Grandland,For Sale,Benzine,2022,"1,250,000",Price,40000 to 49999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/grandland-2022-all-fabric-ID196979120.html
Hyundai,Elantra,For Sale,Benzine,2016,"510,000",Price,90000 to 99999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%86%D8%AA%D8%B1%D8%A7-%D8%A7%D9%85-%D8%AF%D9%8A-%D9%A2%D9%A0%D9%A1%D9%A6-ID196978746.html
Kia,Sportage,For Sale,Benzine,2017,"870,000",Price,Not Availiable,New,Brown,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88%D9%88%D9%88%D9%88%D9%88-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196978569.html
BMW,316,For Sale,Benzine,2010,"500,000",Price,180000 to 199999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-e90-316i-2010-ID196978966.html
Nissan,Sunny,For Sale,Benzine,2022,"470,000",Price,10000 to 19999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196978917.html
Mercedes-Benz,C200,For Sale,Benzine,2001,"400,000",Price,180000 to 199999,Used,Blue- Navy Blue,Automatic,Coupe,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%AD%D8%A7%D9%84%D8%A9-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-ID196978416.html
Nissan,Sunny,For Sale,Benzine,2019,"328,000",Price,70000 to 79999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%89-2019-%D9%83%D8%A7%D9%85%D9%84%D8%A9-%D8%A7%D9%88%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%8A%D9%83-%D8%AE%D9%84%D9%8A%D8%AC%D9%89-%D8%AB%D8%A7%D9%86%D9%89-%D9%81%D8%A6%D8%A9-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A7%D9%88%D9%84-%D9%8A%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID196978885.html
Chevrolet,Pickup/Dababa,For Sale,Diesel,2021,"490,000",Price,60000 to 69999,Used,White,Manual,Pickup,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D9%86%D9%82%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196978438.html
Kia,Cerato,For Sale,Benzine,2010,"400,000",Price,160000 to 179999,Used,Silver,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-%D9%81%D9%88%D8%B1%D8%AA%D9%8A-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%81%D9%88%D9%82-%D8%A7%D9%84%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID196978780.html
Suzuki,Baleno,For Sale,Benzine,1998,"135,000",Price,More than 200000,Used,Green,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B3%D9%88%D8%B2%D9%88%D9%83%D9%89-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%AF%D9%88%D8%A7%D8%AE%D9%84-ID196978560.html
Mercedes-Benz,C200,For Sale,Benzine,2022,"3,250,000",Price,Not Availiable,New,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-benz-c200-2022-ID196978506.html
Mercedes-Benz,GLC 300,For Sale,Benzine,2023,"5,100,000",Price,Not Availiable,New,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/mercedes-glc-300-4-matic-ID196795527.html
Mercedes-Benz,GLC 200,For Sale,Benzine,2023,"4,650,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/mercedes-glc-200-ID196768679.html
Land Rover,Range Rover Vogue,For Sale,Benzine,2019,"7,000,000",Price,50000 to 59999,Used,Black,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/range-rover-vogue-autobiography-ID196391258.html
